Cell_ID,Cell_Type,Disease_Status,Gene_E_Housekeeping,Gene_A_Oncogene,Gene_B_Immune,Gene_C_Stromal,Gene_D_Therapy,Pathway_Score_Inflam,UMAP_1
S0025,Cancer,Tumor,5.1250190325000995,14.41779693287174,4.315718679386984,4.402376124416596,9.34286883174437,6.3923135219882665,1.6558128953257438
S0026,Cancer,Tumor,5.2485762849465605,13.65647935836151,3.8605479411934933,3.662530616948597,10.032402417141888,6.2395756116915635,1.7452710279094963
S0027,Cancer,Tumor,5.499215050936562,14.066440560139615,1.7825566040181513,4.162326907472053,10.530725772622807,4.299765656648164,1.425582202159837
S0028,Cancer,Tumor,5.041823613794903,15.318521998043664,3.898932314670064,3.3254999935939606,9.351963607446867,7.332777714896991,0.34635815992664454
S0029,Cancer,Tumor,4.521229293441733,14.320552048587375,4.585632566689633,4.241940832741306,11.675512864302906,7.589371494798118,0.9059571460500094
S0030,Cancer,Tumor,5.0292779113937565,13.797732173992026,5.349028410931067,3.717339836491715,7.581820599588517,6.72808904838858,1.7684060716880672
S0031,Cancer,Tumor,4.979986556651863,14.480396015500958,3.0755264372772113,4.417605798736807,9.655813356397585,7.774889194947402,1.0479388682748076
S0032,Cancer,Tumor,3.8648835937982353,13.131624960306159,2.9287815858610244,2.8186140918781595,8.706640804369146,5.675070937138585,1.6409035615025112
S0033,Cancer,Tumor,4.396272920805847,13.176546989423137,2.908638436240184,2.09641865242293,10.854622444228335,4.672258653399554,2.32775775943979
S0034,Cancer,Tumor,4.0360728166848165,13.61797518460603,2.5865138643941084,3.9232862646817566,8.804953906421105,7.070007799128547,2.542565290962979
S0035,Cancer,Tumor,5.753735655654057,14.150409211592207,2.6703853381575136,2.0568235232246357,10.285750354501602,11.537390849431917,3.265109482763961
S0036,Cancer,Tumor,4.401321479166739,14.825648571871291,1.062329920284059,4.006261777260747,9.720630592188959,4.9268510666785765,1.7727800063003503
S0037,Cancer,Tumor,3.9863615461624216,16.484966301758824,2.3684748421665707,3.2027234896914423,10.371397341265343,7.2369739549296135,2.6859914000216043
S0038,Cancer,Tumor,4.787929633122956,15.909058093754998,3.2930438420812105,3.5262303011852363,9.6504966396086,9.427073441821557,2.4437825466389818
S0039,Cancer,Tumor,4.247807076558766,17.178689658935124,3.492899938324462,1.6202473785787215,10.265236222159757,7.065994696873288,1.7172404394192813
S0040,Cancer,Tumor,4.859567025328921,13.4193404818084,3.7968022186066177,3.935307839038636,9.023405595615127,5.45267601246708,2.655138214226109
S0041,Cancer,Tumor,5.101730522836465,11.879276398360926,4.160445617016014,4.536486022981197,10.62090690627504,6.080660453703514,0.41845144045687444
S0042,Cancer,Tumor,4.120241307211869,14.155655189153531,3.144293696952718,2.6115419287609964,10.067506039972871,9.13207211269837,0.7002037374481247
S0043,Cancer,Tumor,5.467213473044893,13.09704134207865,2.1005488734184485,3.6291346653509327,9.534767580452819,5.101140902074685,1.9322218978251704
S0044,Cancer,Tumor,5.004884258286049,12.934599194736617,1.4390070794434637,3.215515335064412,11.007303539418357,6.174574909605856,1.0892498439290743
S0045,Cancer,Tumor,5.009152726121718,14.068066171648377,4.2003031513028475,2.794055988709811,8.862224645755798,8.790156577606606,0.6781568301793788
S0046,Cancer,Tumor,4.943137214328529,14.003268730371493,2.578584457632773,3.2398749797710704,8.907237590139431,7.572935415327461,1.7996290687513343
S0047,Cancer,Tumor,4.514870744335578,13.419720470416678,3.5591975875087454,5.05271724876403,8.374483390192225,8.176236871065324,0.7133028696567421
S0048,Cancer,Tumor,4.289481303634898,14.27534216617791,3.442961263375022,4.3714118943070215,10.352703963663691,4.499714085388326,1.9607380062121982
S0049,Cancer,Tumor,4.879726213619799,14.158468702719652,2.3696829216260644,3.0678227876933537,11.155371936798806,7.056447906005421,0.8442557180725616
S0050,Cancer,Tumor,4.842950525405514,12.070624532762022,1.9474010525457615,3.965451740160139,9.272621351171654,5.345940774985214,2.245922938230735
S0051,Cancer,Tumor,4.9914458152958066,15.49964435234242,2.5523914253490942,4.600647512163031,9.693931189519759,6.89233190816373,2.297701279792899
S0052,Cancer,Tumor,5.03776422820786,13.002395331243877,2.7689740490316748,4.865483538827107,11.723689224444936,6.007785613851551,-0.7678180499566509
S0053,Cancer,Tumor,4.7015710120966085,11.992173914902223,2.878605657423661,3.1798246484834136,10.199947530203245,7.93601073995454,1.8562580335832655
S0054,Cancer,Tumor,4.58998259803063,11.7032259162139,2.695878590449029,4.714607631689808,11.177363148358207,5.035234136920181,1.080838855193289
S0055,Cancer,Tumor,4.503888022580033,13.037373752421676,3.1552639207668625,3.333661463373831,10.414803455552294,8.677580750558189,2.2275395242649676
S0056,Cancer,Tumor,5.46013582251926,16.549459186441013,4.896433339430031,4.096605451398428,9.914913056572543,11.826079010556303,1.5927091605732628
S0057,Cancer,Tumor,5.123217462116867,14.483614427321038,4.734079567339572,2.377690595836298,10.07869529072814,5.272065143741809,1.6209356226279361
S0058,Cancer,Tumor,4.38491321510272,15.894699267919714,2.7482982326253915,1.4433694446752297,10.316433329390618,6.871231368587009,1.3164595682833307
S0059,Cancer,Tumor,4.908075509513107,14.396031443407338,3.053982627206657,4.318962927941219,9.442352185719141,7.466157621447896,0.6089230979116131
S0060,Cancer,Tumor,5.331998873508445,14.439754145837027,2.571588114993646,4.851037147783053,10.181577162018966,7.069443318980519,1.4949871401447574
S0061,Cancer,Tumor,5.419684862433777,15.873240168667273,3.4265921162806694,4.676055308927346,8.614769315576092,6.633057934203535,1.1613559107817926
S0062,Cancer,Tumor,5.004427315549735,13.73874070313697,3.7861083597059735,4.043776642296132,10.2562921992547,6.6707302268911475,2.209803798694016
S0063,Cancer,Tumor,4.834085813163718,15.48522911370574,2.8898441486856608,3.0551370588600197,10.276901518607716,4.823287255516581,1.337548958515781
S0064,Cancer,Tumor,4.71078530064414,10.917881631922505,1.0834787987306445,2.6092028380759036,10.233044602780934,4.224290104050495,1.1975284092345455
S0065,Cancer,Tumor,5.253207708685077,14.634990521563465,2.1437474933140415,4.4548269462147445,10.445422896721343,5.883209834626723,1.828781514707789
S0066,Cancer,Tumor,4.8859943449442,14.95195930946342,3.1166279808348927,5.713810797997812,11.368888062639263,7.815050072459648,0.5402899421484171
S0067,Cancer,Tumor,4.2170921366911,13.718193580947492,1.4242598979732173,2.9695546848008614,10.207966671201126,6.579416639112926,0.9486804406241555
S0068,Cancer,Tumor,5.227912328485985,13.696253180089013,3.427824037048848,4.399223816697006,9.555356570611206,9.544248012059445,1.8139564315681411
S0069,Cancer,Tumor,4.405434252218974,15.444707116578211,3.800208427124832,2.7916139185549813,8.865927705110865,5.965519433629582,2.166199951859851
S0070,Cancer,Tumor,5.11578858979732,16.686294440138493,1.4689220969462295,3.894749720944589,9.911180136119375,4.632638836423512,2.4921696925414247
S0071,Cancer,Tumor,5.308245250133666,13.440973615640448,3.2055462475326255,2.478875157062397,9.861029996498255,7.640902984486862,0.8241934870952775
S0072,Cancer,Tumor,4.15061263268548,15.521060866947131,2.923610175977627,2.6277160551548726,11.767234312671246,7.724962399186776,1.4602671965619518
S0073,Cancer,Tumor,5.55935604152758,14.050579881331258,1.2559793755809292,2.050957143571063,9.674187687258657,2.97563706262751,1.4528187837850233
S0074,Cancer,Tumor,5.411799255828894,12.164823748715891,3.423609957097341,3.4199874184913823,10.239558666187422,4.256649628480317,1.3261854133933468
S0075,Cancer,Tumor,4.608449180950779,15.187427479531934,3.712200235633688,2.1849604021253883,8.18743838349276,3.9056763024628505,1.0530071177449838
S0076,Cancer,Tumor,5.153438872665193,14.833542914836242,2.9468132806686382,3.4692649935950537,9.4715580711459,7.007711625258061,0.24441163532053545
S0077,Cancer,Tumor,5.053150987790336,11.860142236675106,0.5577954760034216,6.545930639899839,10.530653528781718,4.745160639186277,0.8349383670335128
S0078,Cancer,Tumor,5.4411469519681495,14.02057677084313,2.421379273807557,4.086039755515168,10.153356654729196,7.404676804777964,2.3759648914869747
S0079,Cancer,Tumor,3.769264745514996,12.108710663579783,3.7273966970419217,5.573984875963209,11.954873218626544,6.07440602935926,1.1833915379819162
S0080,Cancer,Tumor,4.337649450964537,15.911167948579717,1.3155390995633294,1.6062494851963125,8.538146076317332,6.456572869351246,1.5030615201606332
S0081,Cancer,Tumor,4.560884572331125,14.532418895863394,3.6016188786354597,3.489267440843889,10.078610387782575,8.960505443821114,1.498725319687745
S0082,Cancer,Tumor,4.908458833704252,12.968296703701506,2.9451073513277044,3.9602820356590107,9.397757766328922,7.404250273173956,1.761551716359763
S0083,Cancer,Tumor,4.565067811313549,13.795817065905,3.244937302019833,4.025377510529084,9.845646641491562,9.535553334198962,0.9686565553245152
S0084,Cancer,Tumor,5.220148294594422,17.953477439344734,5.4053648582972835,5.648686876342445,10.533869250557705,8.918122363493127,1.802601510171329
S0085,Cancer,Tumor,4.4999275718194784,14.43718334598823,3.032129260542565,3.5890794974523006,10.834891953423995,7.38751898058285,2.1220024791633207
S0086,Cancer,Tumor,4.472755579569512,15.855117486270036,2.426975809168872,4.768151571400325,10.988674766057382,4.601899737321088,1.7497959064615383
S0087,Cancer,Tumor,4.792022464021593,16.207576046484334,3.7634974686281693,4.470663588634984,10.099451581106287,10.21978718356587,1.5253404868135856
S0088,Cancer,Tumor,5.067244964439721,13.807338351290303,2.9142518764215604,5.013649952780024,9.930233661083374,7.632682625024182,1.0046046343060984
S0089,Cancer,Tumor,4.859440886030132,14.42445352085425,4.345811421731636,2.4820870043574548,8.825704060451365,7.751876939538969,1.8542833756554198
S0090,Cancer,Tumor,4.2504330261562195,14.936136995590129,3.754721920003088,2.8796043620954954,9.633066386678612,6.9748940929591,0.37426976228666553
S0091,Cancer,Tumor,4.948705562921836,13.079998942309382,2.9877531708433507,4.536593655999685,8.890111686218606,6.993442540806372,3.284806567037227
S0092,Cancer,Tumor,4.19678739437991,12.652601914018664,0.5156635970770291,2.548189930944571,9.23092409408351,4.2378723225384025,1.858823107540737
S0093,Cancer,Tumor,4.316717009562525,18.10988448833643,0.6259646420578009,5.4063142629325585,10.88638353974979,8.007820426343867,2.5161326378846316
S0094,Cancer,Tumor,5.0538122962884415,15.748914564465808,4.010083188395095,4.467488784695004,9.389000457934236,7.067630700546517,1.9794361386909964
S0095,Cancer,Tumor,3.8719140863449484,11.976698411664325,3.3788374015876186,3.564018621285179,12.13137121038978,3.974057623652714,1.9664923162166155
S0096,Cancer,Tumor,4.773742049617761,14.158595959169153,1.9908425583269183,5.194426565319358,9.576680642183481,6.475275625351937,1.2959090673052904
S0097,Cancer,Tumor,3.7673313521213725,12.865959033128341,4.6106564227331575,5.492386367655089,10.179080752514265,6.609621774902908,1.18992687671477
S0098,Cancer,Tumor,4.682742971085254,13.958123762853202,4.578173949968572,3.6019574497780438,8.97158422902904,8.848574549435359,1.9392544721762919
S0099,Cancer,Tumor,4.514042320675164,15.744342387641817,3.1147482909187225,4.650368215480394,9.313267376974109,9.7731154324341,1.8620874172862507
S0100,Cancer,Tumor,4.308886890479709,15.199375279460995,4.579018900179193,5.450098991443257,9.551705133287236,7.011894389267138,0.4796627802104063
S0101,Cancer,Tumor,5.226672772553768,12.30832775705228,4.152919367518064,4.320611973647178,12.108336193877049,4.337715720974678,1.6204639559922331
S0102,Cancer,Tumor,4.706731052992862,15.9569736643939,2.941133653231765,4.502096289839028,9.085673452202297,7.257039815205547,1.5715756484142298
S0103,Cancer,Tumor,5.04069951645458,14.016475783325262,3.606664494113973,2.3274614445619495,9.851253023092582,6.381123404211482,2.7921801554067507
S0104,Cancer,Tumor,5.37756113750967,14.213314428561622,3.8430858079702346,3.1356610922850927,8.207384792781111,9.287348834729132,1.9730605843580844
S0105,Cancer,Tumor,5.018614518123753,16.561723604492677,1.7666158033656834,3.930046682040305,10.105070781841151,7.109009188225649,0.0784664435512632
S0106,Cancer,Tumor,4.87498577702317,11.180538324624276,4.252273141700635,4.839150872007302,10.060001973678022,5.012381930478792,1.6451338685308026
S0107,Cancer,Tumor,5.564160453017125,15.89343450864186,1.0756345506970746,1.352251389285891,9.717773129465627,7.512249589399402,1.487201806274029
S0108,Cancer,Tumor,4.6544863026589836,14.341850441838998,4.3581860954978895,4.229442828225721,10.962158963850602,10.350518366711164,-0.24922679383415347
S0109,Cancer,Tumor,5.676487812199258,15.392134987324557,2.74782797637706,3.677762251444833,10.72922506948787,7.77133946401061,1.8399940058999782
S0110,Cancer,Tumor,5.372721606301837,14.560942333095044,3.1371574233830852,3.5054227772322992,9.133102396787503,5.710990410485513,2.710582104389229
S0111,Cancer,Tumor,5.56106392694411,14.643273801707409,4.5440123780695725,3.1558968657306004,9.243758322488812,7.225010865493916,1.0677964031917349
S0112,Cancer,Tumor,4.956967421331459,16.62883342307812,0.8517951001101975,4.127752733655304,11.632232095849243,6.349873747582886,1.0983074639882469
S0113,Cancer,Tumor,5.019218552187684,12.800369120979784,1.6044345975073429,4.515209138076312,7.3897530040303945,4.535743940685224,1.6474164366412336
S0114,Cancer,Tumor,4.108948379249446,16.405672535927913,3.712742038785286,3.3040579983465825,11.177015139942666,8.804494146730857,2.090173231673577
S0115,Cancer,Tumor,5.248806599795296,14.781773474870109,2.283069146149707,4.936474265886115,12.188381680309488,5.63865340780774,0.3158242166460914
S0116,Cancer,Tumor,4.5540543225002414,14.684171628500042,3.6842490748827936,4.3144182278833965,9.16197608845474,7.3529794633590235,1.107086302833066
S0117,Cancer,Tumor,4.792538886907812,14.805956213215323,3.550237423012376,3.6238774579482653,10.064659643967921,7.298710608882983,0.9610931747361463
S0118,Cancer,Tumor,4.955974101012069,15.232982754051104,2.627005572797545,2.704036947313483,11.265446273198396,8.736308176057044,1.4843822422194004
S0119,Cancer,Tumor,4.65294046543222,11.567953277565705,2.8586691019154182,2.010524394698783,9.673577636853588,5.913272685531408,1.378915499722876
S0120,Cancer,Tumor,5.17625070865369,13.111774543009373,3.835683405490103,4.434802812809987,11.069345587533547,6.075333384354825,2.8289007909533446
S0121,Cancer,Tumor,4.671282365600243,13.942397965902195,4.189994318544867,3.8635474488004227,9.979890476893,5.29147645866661,1.2612278598682773
S0122,Cancer,Tumor,3.716995948039075,15.135835805467178,3.9448406121689485,4.475370119108066,8.873647925752804,7.664170719842968,-0.24277376549836927
S0123,Cancer,Tumor,4.219026409564149,11.515828282172059,2.014808933428662,3.19886719710233,10.870315208203152,6.425089337063067,1.8706294521012572
S0124,Cancer,Tumor,5.722394582267686,13.29617688230234,5.6157793937217475,5.245384958976493,10.611928862683728,8.93239953735172,2.1532286705697743
S0125,Cancer,Tumor,5.128400914889042,11.933768871718517,2.572453891506728,2.3821093803981412,10.465106124925388,4.341638973914076,1.0364772248822662
S0126,Cancer,Tumor,6.054695588921124,11.232607152450832,3.3326774888151016,3.555483369534977,9.697025361634552,8.354486058399958,1.6804258683365574
S0127,Cancer,Tumor,5.244638022538429,14.127934201772744,0.828954795178233,5.018482682045669,10.147609061971226,5.37753551365137,1.5053554442326225
S0128,Cancer,Tumor,6.093188964347135,14.294061729867387,2.7152752144830417,3.0344158998303294,8.741819257755745,5.01643021330258,1.4940002998984958
S0129,Cancer,Tumor,5.024814310016724,15.017748137887283,1.4385271967408348,5.240948019821168,11.439378369888225,9.482150392573596,1.1637286340290005
S0130,Cancer,Tumor,5.347546683610389,14.87285425652444,3.110730444045155,1.6263777180682615,8.064316256603131,7.47179025780153,1.1298398637680314
S0131,Cancer,Tumor,4.785459241537264,15.137023091208125,3.975942687323767,5.104032235270166,9.2838322578498,6.8631265647829105,1.9438478504185652
S0132,Cancer,Tumor,5.157448307406728,13.639405556223796,2.5942630240439213,3.8222462850501384,10.638551663214619,6.742034133200003,2.4485976146369723
S0133,Cancer,Tumor,5.222877554219982,14.789038894112762,1.3079345567551455,3.453803702014647,11.495621331632247,5.102625642067569,2.6011877562402486
S0134,Cancer,Tumor,5.506919833712001,15.497064228113146,1.9003363162127185,4.46215662717278,10.167614941602638,5.531023808713472,1.0281637074214822
S0135,Cancer,Tumor,6.5060820526579946,14.988098133919287,2.2445856529355304,3.544334616946917,9.032724496887473,5.799917780881106,2.272241730406982
S0136,Cancer,Tumor,4.615318926170651,13.068197117197291,3.203489733471088,4.067721474703899,11.196351590994947,5.6570354493303245,0.6599891615468372
S0137,Cancer,Tumor,4.179893976854968,14.71053167206399,3.2307717405881,3.6612145341450058,9.774122420222854,7.045098723635926,2.1527907796478027
S0138,Cancer,Tumor,4.237830900403091,12.08730543055127,1.1326994270759314,5.308775065548618,8.727326836757314,4.424193552951359,1.797422997394133
S0139,Cancer,Tumor,4.982975206370824,14.369285452360888,3.0469416079695377,3.3686774826154284,9.452064076776583,7.303155643180487,0.5040763329687181
S0140,Cancer,Tumor,4.972030668996288,17.00516007951164,1.885913758559823,3.9815192761475613,11.04149198259339,7.608386216984356,2.194200258395001
S0141,Cancer,Tumor,5.4001754058996845,13.327941904676022,3.311313475858137,3.219785719378434,10.076590256230618,7.177535977029609,0.5610196367754795
S0142,Cancer,Tumor,4.59992775642446,10.257306164106712,3.8738045215239425,4.226854183703471,9.523053373765437,6.24446057540841,2.4001040047462774
S0143,Cancer,Tumor,5.446986235420201,12.688376079506357,3.3444589091208368,3.9412010022848336,10.654351403256054,6.548741080307332,0.25287171960199295
S0144,Cancer,Tumor,4.712190327411622,12.819339463520079,3.120555871579874,1.648282007794924,11.392817182959433,2.8859934850700517,1.103388705525084
S0145,Cancer,Tumor,4.7632353065735415,16.160659949081257,4.031763476224819,4.919957870535532,9.946837343523669,7.535445428897841,2.913834219123013
S0146,Cancer,Tumor,4.917291054167345,13.0928180039375,3.7529906372289332,3.0828001503134463,8.526038241140222,5.6392834605616855,0.4815195572767099
S0147,Cancer,Tumor,5.4750543081370955,12.240269062665334,1.1937010973692166,2.735089506580951,9.944028050450095,4.530764568857192,1.5707361959177444
S0148,Cancer,Tumor,5.029154913075389,14.716442165886523,3.2598624476765363,2.820028883458105,10.260465300571338,6.507545429645771,2.0488129386743044
S0149,Cancer,Tumor,4.985484555964367,12.972228293121372,3.3179878032260155,3.191507948296422,7.8205735212444765,4.91866634410656,-0.2421582716870263
S0150,Cancer,Tumor,4.561081567559968,13.243725008156167,3.9884098952128353,1.4347645334278174,8.324340943099337,6.365316786652208,2.9961053247185436
S0151,Cancer,Tumor,4.783346734193452,14.400030775150805,2.2755201760093,3.7463293278201815,10.251273459648859,4.585199150167915,0.7976831390163699
S0152,Cancer,Tumor,4.590845268730729,14.45354158921744,2.2355554804729474,4.049245485735796,11.122217393680517,6.689009838515431,1.9305811129066706
S0153,Cancer,Tumor,4.710358147749787,13.84589011143902,2.128113057623393,4.317007231241198,8.55030486310246,6.783511898886927,1.3505390249845781
S0154,Cancer,Tumor,5.307356021255476,12.451332078237662,3.268661860269252,4.008223767792623,8.052084324356263,4.035570983034643,1.9133665288496056
S0155,Cancer,Tumor,4.284743754370156,16.27648938897263,4.762378163336116,2.9946174241589385,9.528716845160796,8.054946681861898,1.9435989780004888
S0156,Cancer,Tumor,4.005480670338369,13.357358929478863,3.3159617065212883,1.8625397759955746,11.767842222961578,7.539374382586458,2.4408355322572826
S0157,Cancer,Tumor,4.938062583442987,12.916637756847917,3.865623538801339,2.080042606077537,10.046295848313827,4.514219936339913,1.0744592800999104
S0158,Cancer,Tumor,5.439301266937369,15.509087401416522,3.2677409947144356,2.6633821961953528,9.482372135206143,6.925639403407813,1.0373580609804516
S0159,Cancer,Tumor,5.446828258872789,14.53905951580234,2.3040003527975492,3.3014569609053246,10.379399688789402,7.260207286049056,2.1935741210564945
S0160,Cancer,Tumor,5.271049851787941,15.222111595119852,4.0575131551788814,4.027429609761953,9.53781400616888,7.0190377612827906,1.3447553621105346
S0161,Cancer,Tumor,4.503817283332301,15.108435690607543,1.8571987325118575,3.2560358028560126,8.9151661321016,6.662839825696468,1.5783622082646254
S0162,Cancer,Tumor,5.717997856609222,12.18663391511048,3.0739775477693834,3.7986206562940703,10.558574961934655,8.91973383009735,1.5740259718469805
S0163,Cancer,Tumor,4.573243987322073,13.165417198138956,3.681971312054217,2.321245065966619,9.21840127836274,8.151852436325255,1.857296612996212
S0164,Cancer,Tumor,4.510274032256035,13.661140592460244,2.2204693110915965,4.791690366604266,12.49317117274617,6.842466629370474,0.6402893569504371
S0165,Cancer,Tumor,5.73341476638663,12.900865062516555,2.6301661882239693,6.0937806167095,10.324169777074106,6.415524520879206,2.077928793530344
S0166,Cancer,Tumor,4.610412168025585,12.319549840762788,4.280721904886349,2.467935280003684,9.573171973137471,10.082036386338956,2.195036926828431
S0167,Cancer,Tumor,5.319617055810436,13.790823025471072,2.4342171153039436,2.5392734806300057,9.441680872894077,5.652244760247212,2.784428353240348
S0168,Cancer,Tumor,4.842113012508623,16.048156153236594,2.166406549140529,4.4430065676011194,11.165296025806697,9.083247980872796,1.521302144849133
S0169,Cancer,Tumor,5.2782926722608465,14.2858725865599,5.224049397333875,5.264533783272007,8.910855101839758,8.41513492432148,1.3706912914513527
S0170,Cancer,Tumor,5.152769670430883,13.433768489472486,2.437217228105672,2.739542539132676,10.815496884083682,7.732327979207847,0.18552571715572874
S0171,Cancer,Tumor,5.70561040651262,12.72585805229458,1.692723760151556,3.3418772677426127,8.78766050285696,5.599655652523472,2.358176068138248
S0172,Cancer,Tumor,4.741997000777267,13.56402139441075,1.4379217082240199,5.331777055594499,10.330625668025283,5.779576458406644,1.9869396341651875
S0173,Cancer,Tumor,5.466913137571448,13.945352225112902,1.9324975879932818,1.313221748911514,9.797758431936398,4.833794051103125,1.724355531755406
S0174,Cancer,Tumor,4.8024346878485,15.146156248812707,4.3723068703537855,1.7029196301109173,9.086434599447356,8.81059490433501,1.6753507454825645
S0175,Cancer,Tumor,4.2586600976787174,15.54669324727021,3.451737142295113,3.1339505947336326,11.718056347460525,5.930738678356279,1.0752889612867618
S0176,Cancer,Tumor,5.334201331314072,15.199117016047209,3.822608686236406,1.9531671148270529,9.799785046310019,8.645715343938392,1.4284086258691984
S0177,Cancer,Tumor,5.458387584506888,13.254633216759226,4.182444853024339,2.97684385152881,9.696129501438996,9.43816684401041,1.4390122798407239
S0178,Cancer,Tumor,4.253685562605861,12.180489066280797,3.79263073635476,4.342219005426737,10.02639538161117,6.165412038544197,2.1975053832726266
S0179,Cancer,Tumor,5.60791159393308,14.018180344224048,3.4812540314975537,1.8690653857889283,10.01186412874401,3.165492946781197,1.7636058750391852
S0180,Cancer,Tumor,5.145152451979975,15.49337198553774,4.1344465437055815,4.601241939011441,9.416712150661343,10.748531087182785,1.4652097503476864
S0181,Cancer,Tumor,4.330562119456232,14.605973752435112,2.2275903057919906,3.3286603280621248,10.82060504514165,6.2875257627986,-0.19692197502046294
S0182,Cancer,Tumor,5.63645563094603,11.372318951119679,3.091798882468512,3.015396412905325,12.260143303545068,5.8514175870457885,1.295806628041472
S0183,Cancer,Tumor,4.7042483944185856,14.438422566460456,3.7814245925041305,4.249885853647275,10.594243567286771,6.214254275145432,2.53046752607455
S0184,Cancer,Tumor,5.091991375972515,14.560406594233799,0.9439788398495716,4.524458844751355,9.663809524151265,5.540266342725964,2.090532311055248
S0185,Cancer,Tumor,5.388926765828263,12.948896174532518,1.2261921492605707,4.373433947509783,9.019308269348619,6.156563091613551,1.1569869458883706
S0186,Cancer,Tumor,5.308489037045132,11.94561409821695,3.269948819052294,2.6562253920361982,10.571807340532429,6.523854152523112,3.289642628189206
S0187,Cancer,Tumor,4.30227552468618,10.471805880635218,2.7764756408925355,4.23263388109259,11.33207773041165,6.12591643215625,1.8818842308128303
S0188,Cancer,Tumor,4.692525511753709,16.93817722722336,3.5842317894704996,3.3352599359431214,9.71193690223235,9.546097025045066,1.502860430917276
S0189,Cancer,Tumor,4.9224281181882334,13.284590950140956,3.1673213791149193,3.726337195897927,10.584056429230579,4.848581826310976,2.2913548447110794
S0190,Cancer,Tumor,5.077949034766108,13.787501802614202,3.2416677203506197,6.0008795051414845,10.583945301677714,6.66494850116311,0.9239790673231504
S0191,Cancer,Tumor,4.837314301922065,13.109999765360149,3.1891839894396106,2.1357590629613012,8.405537228668075,6.601349061133589,1.9664402006835986
